,createdAt,merchant,category,amount
995,2021-12-15 05:20:15,Spotify,Entertainment,267.23
1139,2021-12-15 05:30:32,Airbnb,Travel,423.66
1012,2021-12-15 05:37:47,Amazon,Travel,222.36
6565,2021-12-15 15:48:23,Best Buy,Electronics,473.35
7849,2021-12-15 16:23:53,Netflix,Entertainment,371.03
5740,2021-12-15 18:14:10,Netflix,Entertainment,239.52
9668,2021-12-16 14:30:47,Airbnb,Travel,144.18
7053,2021-12-17 00:11:56,Best Buy,Shopping,182.94
9897,2021-12-17 05:40:48,Best Buy,Shopping,363.84
3717,2021-12-17 12:30:13,Starbucks,Health,196.29
3623,2021-12-17 14:35:17,Best Buy,Shopping,17.78
1846,2021-12-17 16:53:12,Spotify,Entertainment,120.46
178,2021-12-17 17:59:43,Apple Store,Electronics,465.81
1025,2021-12-17 19:18:19,Spotify,Entertainment,131.8
7227,2021-12-17 19:31:10,Walmart,Shopping,488.87
2843,2021-12-18 00:10:43,Netflix,Entertainment,343.56
792,2021-12-18 07:16:17,Starbucks,Dining,6.81
8873,2021-12-18 07:49:07,Best Buy,Electronics,219.7
6471,2021-12-18 13:51:43,Netflix,Entertainment,60.3
7455,2021-12-18 19:04:51,Starbucks,Health,205.66
8657,2021-12-18 20:36:30,Starbucks,Health,369.61
3175,2021-12-19 02:54:29,Amazon,Shopping,182.77
3419,2021-12-19 08:45:15,Amazon,Travel,72.58
1041,2021-12-19 09:25:28,Apple Store,Electronics,245.08
6512,2021-12-19 14:28:57,Best Buy,Shopping,434.23
2024,2021-12-19 15:34:30,Apple Store,Electronics,382.66
3755,2021-12-19 17:17:54,Spotify,Entertainment,92.96
2479,2021-12-19 18:27:46,Amazon,Entertainment,481.34
4095,2021-12-19 19:46:44,Airbnb,Travel,19.26
4467,2021-12-20 06:36:31,Airbnb,Travel,343.1
9988,2021-12-20 12:48:18,Apple Store,Shopping,230.49
2078,2021-12-20 13:16:33,Spotify,Entertainment,404.9
2149,2021-12-20 15:44:48,Best Buy,Electronics,28.26
7278,2021-12-21 02:22:14,Airbnb,Travel,170.02
5137,2021-12-21 09:35:46,Amazon,Entertainment,38.4
2206,2021-12-22 03:41:18,Netflix,Entertainment,278.27
7725,2021-12-22 09:54:35,Best Buy,Shopping,193.63
8252,2021-12-22 10:20:49,Best Buy,Shopping,416.13
5230,2021-12-22 12:11:00,Target,Shopping,426.85
6789,2021-12-22 12:33:02,Best Buy,Shopping,456.95
9025,2021-12-22 17:42:30,Amazon,Travel,255.69
6500,2021-12-22 20:42:40,Amazon,Travel,167.86
6521,2021-12-23 02:13:12,Airbnb,Travel,316.93
8863,2021-12-23 08:30:49,Uber,Travel,29.45
5453,2021-12-23 22:03:02,Walmart,Utilities,452.71
1787,2021-12-24 00:33:32,Netflix,Entertainment,416.15
2468,2021-12-24 01:24:57,Target,Shopping,409.59
8749,2021-12-24 01:47:22,Netflix,Entertainment,154.15
2526,2021-12-24 15:37:27,Uber,Travel,348.36
3216,2021-12-24 18:28:08,Starbucks,Health,81.81
1090,2021-12-24 19:11:50,Apple Store,Electronics,335.54
882,2021-12-24 22:35:34,Uber,Travel,474.21
3357,2021-12-25 01:54:00,Starbucks,Health,197.17
4708,2021-12-25 06:27:35,Starbucks,Health,238.07
3694,2021-12-25 22:21:18,Starbucks,Health,157.05
4512,2021-12-26 01:02:18,Best Buy,Shopping,431.81
6791,2021-12-26 02:33:01,Airbnb,Travel,30.98
9777,2021-12-26 10:40:41,Best Buy,Electronics,95.19
4296,2021-12-26 11:23:16,Apple Store,Shopping,292.02
1712,2021-12-26 13:58:40,Walmart,Groceries,442.18
6558,2021-12-26 19:47:50,Airbnb,Travel,231.05
5892,2021-12-26 20:54:56,Walmart,Shopping,251.72
855,2021-12-27 01:43:08,Spotify,Entertainment,286.59
509,2021-12-27 03:36:59,Netflix,Entertainment,377.86
3958,2021-12-27 04:40:05,Amazon,Entertainment,292.49
1730,2021-12-27 04:52:57,Uber,Travel,339.44
2924,2021-12-27 06:28:11,Amazon,Entertainment,451.48
3956,2021-12-27 12:26:12,Apple Store,Shopping,105.99
1579,2021-12-28 01:57:10,Best Buy,Shopping,364.33
6906,2021-12-28 02:29:20,Uber,Travel,373.08
6864,2021-12-28 04:34:57,Target,Shopping,206.5
8061,2021-12-28 06:01:36,Apple Store,Electronics,403.35
417,2021-12-28 07:08:53,Best Buy,Electronics,333.1
899,2021-12-28 21:34:04,Apple Store,Shopping,114.06
362,2021-12-28 22:57:59,Walmart,Groceries,170.52
9324,2021-12-29 03:32:41,Amazon,Shopping,5.79
7717,2021-12-29 14:40:55,Amazon,Shopping,220.3
2664,2021-12-29 15:27:34,Target,Groceries,414.9
9687,2021-12-29 21:35:48,Spotify,Entertainment,162.5
1366,2021-12-29 23:27:09,Target,Health,411.77
7531,2021-12-30 03:47:07,Airbnb,Travel,248.88
75,2021-12-30 23:48:22,Apple Store,Shopping,279.85
3454,2021-12-31 00:46:47,Amazon,Shopping,251.43
206,2021-12-31 01:44:50,Uber,Travel,25.04
913,2021-12-31 11:27:01,Target,Groceries,102.52
7156,2021-12-31 12:36:56,Best Buy,Electronics,45.46
4951,2021-12-31 14:07:18,Best Buy,Electronics,424.75
9313,2021-12-31 19:49:04,Spotify,Entertainment,498.06
3383,2021-12-31 21:53:00,Uber,Transportation,300.78
8839,2021-12-31 22:56:17,Spotify,Entertainment,484.24
2390,2022-01-01 00:32:54,Uber,Transportation,110.28
2809,2022-01-01 09:16:11,Target,Shopping,318.71
1362,2022-01-01 09:42:47,Walmart,Utilities,372.36
1513,2022-01-01 17:22:06,Starbucks,Dining,118.61
7120,2022-01-02 03:49:38,Airbnb,Travel,396.13
9962,2022-01-02 12:32:53,Best Buy,Shopping,158.69
1096,2022-01-02 17:19:50,Starbucks,Health,66.6
8856,2022-01-02 21:06:21,Spotify,Entertainment,106.98
9401,2022-01-02 22:59:24,Starbucks,Health,400.16
6084,2022-01-03 00:12:14,Airbnb,Travel,385.37
5015,2022-01-03 01:20:50,Netflix,Entertainment,262.59
1903,2022-01-03 05:16:16,Airbnb,Travel,447.84
3978,2022-01-03 07:25:52,Amazon,Shopping,497.04
7831,2022-01-03 09:54:44,Walmart,Utilities,251.03
5890,2022-01-03 15:34:02,Airbnb,Travel,108.14
6571,2022-01-03 17:10:18,Airbnb,Travel,483.91
9737,2022-01-04 03:22:33,Walmart,Shopping,429.97
6384,2022-01-04 10:02:21,Netflix,Entertainment,355.49
6037,2022-01-04 10:58:19,Apple Store,Shopping,105.04
8343,2022-01-04 14:13:17,Spotify,Entertainment,84.67
1378,2022-01-04 18:19:22,Amazon,Shopping,422.04
2395,2022-01-04 19:51:40,Spotify,Entertainment,344.34
7540,2022-01-05 09:01:23,Uber,Travel,314.95
3465,2022-01-05 11:01:24,Walmart,Groceries,179.76
1916,2022-01-05 14:22:43,Best Buy,Electronics,433.74
2936,2022-01-05 20:13:50,Amazon,Entertainment,227.33
2256,2022-01-05 23:25:07,Apple Store,Shopping,103.17
5104,2022-01-06 02:33:02,Target,Shopping,379.6
4356,2022-01-06 10:31:50,Starbucks,Health,49.56
3103,2022-01-06 11:42:40,Airbnb,Travel,362.53
3041,2022-01-06 14:37:20,Netflix,Entertainment,387.06
634,2022-01-06 15:04:27,Amazon,Entertainment,38.71
3441,2022-01-06 16:02:33,Walmart,Utilities,325.03
8822,2022-01-06 16:43:59,Target,Health,427.32
5118,2022-01-06 20:23:08,Best Buy,Electronics,267.58
5403,2022-01-06 21:42:20,Spotify,Entertainment,305.12
2447,2022-01-06 23:52:58,Airbnb,Travel,470.96
3982,2022-01-07 13:37:47,Apple Store,Shopping,434.84
988,2022-01-07 18:26:26,Walmart,Shopping,163.88
1458,2022-01-07 19:55:53,Netflix,Entertainment,320.1
9050,2022-01-08 07:03:33,Walmart,Shopping,435.4
2336,2022-01-08 18:43:41,Uber,Transportation,286.71
4637,2022-01-08 21:08:03,Starbucks,Dining,479.83
7382,2022-01-08 21:57:06,Walmart,Utilities,258.83
8135,2022-01-09 04:31:00,Netflix,Entertainment,307.22
8937,2022-01-09 04:40:36,Apple Store,Electronics,176.46
8808,2022-01-09 06:18:20,Uber,Travel,39.24
8028,2022-01-09 12:42:42,Spotify,Entertainment,79.83
9087,2022-01-10 02:14:51,Target,Groceries,387.13
1463,2022-01-10 03:17:59,Apple Store,Electronics,445.42
6295,2022-01-10 05:52:51,Apple Store,Electronics,498.19
4661,2022-01-10 11:15:45,Starbucks,Health,180.88
9195,2022-01-10 18:22:26,Apple Store,Shopping,442.59
2517,2022-01-10 22:50:53,Walmart,Shopping,288.23
7687,2022-01-11 13:40:25,Airbnb,Travel,8.2
5360,2022-01-11 18:28:53,Uber,Transportation,461.72
3680,2022-01-11 20:29:40,Best Buy,Shopping,278.55
3313,2022-01-11 21:21:39,Airbnb,Travel,465.23
3165,2022-01-12 01:52:59,Starbucks,Dining,93.54
6367,2022-01-13 02:54:10,Best Buy,Shopping,350.52
3943,2022-01-13 12:19:27,Amazon,Entertainment,106.95
9393,2022-01-14 16:07:25,Best Buy,Shopping,474.98
3827,2022-01-14 16:09:53,Walmart,Groceries,447.79
7917,2022-01-14 18:44:06,Netflix,Entertainment,349.56
1000,2022-01-14 18:57:39,Amazon,Entertainment,484.32
197,2022-01-14 21:34:27,Target,Groceries,469.52
3963,2022-01-14 23:51:45,Apple Store,Electronics,296.65
3892,2022-01-15 01:01:41,Amazon,Travel,185.97
527,2022-01-15 08:20:57,Target,Shopping,379.81
9549,2022-01-15 15:16:15,Target,Shopping,61.49
155,2022-01-15 16:20:08,Apple Store,Electronics,493.93
2262,2022-01-16 01:25:03,Target,Groceries,248.18
8826,2022-01-16 01:57:34,Walmart,Utilities,365.52
4235,2022-01-16 03:25:59,Walmart,Groceries,276.11
695,2022-01-16 04:05:27,Best Buy,Shopping,135.08
647,2022-01-16 05:34:34,Walmart,Shopping,418.86
7217,2022-01-16 09:14:43,Target,Health,102.3
8387,2022-01-16 22:22:43,Spotify,Entertainment,170.77
8233,2022-01-17 02:35:42,Amazon,Shopping,286.1
124,2022-01-17 04:01:11,Spotify,Entertainment,172.02
9111,2022-01-17 10:48:21,Target,Health,80.77
88,2022-01-17 22:00:05,Target,Groceries,248.84
8035,2022-01-18 14:39:31,Target,Groceries,449.22
8316,2022-01-18 19:26:09,Netflix,Entertainment,356.09
2773,2022-01-19 01:17:22,Spotify,Entertainment,58.52
3138,2022-01-19 13:05:38,Amazon,Shopping,257.42
8735,2022-01-19 16:49:38,Apple Store,Electronics,100.95
4328,2022-01-19 21:11:46,Walmart,Shopping,479.04
7718,2022-01-20 18:00:59,Amazon,Travel,111.57
8448,2022-01-20 19:50:25,Starbucks,Health,91.64
415,2022-01-21 07:02:46,Walmart,Shopping,331.95
6287,2022-01-21 08:06:51,Amazon,Shopping,13.55
2951,2022-01-21 15:11:48,Walmart,Utilities,110.22
466,2022-01-21 20:29:29,Target,Groceries,69.93
2161,2022-01-22 05:21:00,Spotify,Entertainment,432.94
9969,2022-01-22 05:38:41,Apple Store,Electronics,415.0
490,2022-01-22 12:50:06,Walmart,Shopping,437.0
7056,2022-01-23 04:05:47,Spotify,Entertainment,452.06
9169,2022-01-23 05:50:33,Starbucks,Dining,202.2
3279,2022-01-23 06:08:01,Amazon,Entertainment,480.55
5486,2022-01-23 10:23:37,Starbucks,Health,90.99
2387,2022-01-23 10:40:44,Starbucks,Health,25.56
397,2022-01-23 11:35:33,Starbucks,Health,354.93
7182,2022-01-23 17:55:24,Amazon,Shopping,107.48
6087,2022-01-23 22:08:35,Apple Store,Electronics,452.34
577,2022-01-24 01:26:59,Uber,Transportation,301.76
387,2022-01-24 07:37:01,Walmart,Groceries,160.07
8610,2022-01-24 08:21:06,Uber,Transportation,267.24
4407,2022-01-24 09:22:52,Airbnb,Travel,204.71
7269,2022-01-24 16:22:44,Target,Shopping,318.92
803,2022-01-24 20:26:04,Uber,Transportation,333.8
3806,2022-01-24 22:04:45,Amazon,Travel,432.05
3284,2022-01-24 23:26:08,Airbnb,Travel,112.65
6626,2022-01-25 05:41:38,Spotify,Entertainment,7.9
9216,2022-01-25 15:29:58,Airbnb,Travel,421.07
2759,2022-01-25 15:42:52,Amazon,Shopping,61.23
8047,2022-01-25 16:28:55,Uber,Travel,198.65
2947,2022-01-26 07:42:12,Walmart,Groceries,242.74
225,2022-01-26 07:56:14,Apple Store,Shopping,141.79
5075,2022-01-26 08:49:12,Best Buy,Shopping,26.08
3595,2022-01-26 10:31:35,Uber,Transportation,378.92
1817,2022-01-26 11:58:35,Netflix,Entertainment,294.26
8405,2022-01-26 12:02:28,Amazon,Entertainment,194.76
7206,2022-01-26 15:56:18,Walmart,Groceries,468.99
208,2022-01-27 03:30:11,Best Buy,Shopping,32.38
478,2022-01-27 04:03:17,Starbucks,Health,438.4
9473,2022-01-27 09:44:03,Airbnb,Travel,461.95
5756,2022-01-27 17:33:09,Amazon,Entertainment,129.95
6356,2022-01-27 21:52:10,Amazon,Shopping,374.19
9166,2022-01-28 08:43:14,Starbucks,Health,11.11
4102,2022-01-28 15:40:23,Target,Groceries,464.92
1423,2022-01-28 16:32:29,Target,Health,373.09
2710,2022-01-28 21:04:10,Apple Store,Electronics,225.79
6966,2022-01-28 23:34:21,Walmart,Utilities,166.37
9028,2022-01-29 02:09:55,Starbucks,Health,488.59
4771,2022-01-29 05:30:46,Starbucks,Health,126.52
1840,2022-01-29 07:26:23,Amazon,Travel,316.68
7653,2022-01-29 13:27:24,Amazon,Entertainment,354.39
9793,2022-01-29 17:24:07,Airbnb,Travel,384.95
8511,2022-01-29 18:32:24,Apple Store,Shopping,185.13
5194,2022-01-29 20:50:45,Walmart,Groceries,217.26
7971,2022-01-30 01:03:44,Walmart,Shopping,197.98
2806,2022-01-30 02:04:03,Walmart,Utilities,114.38
8617,2022-01-30 05:06:13,Netflix,Entertainment,452.62
7339,2022-01-30 08:59:24,Starbucks,Health,187.1
5929,2022-01-30 09:05:26,Apple Store,Shopping,260.28
2560,2022-01-30 14:30:56,Uber,Transportation,282.69
2575,2022-01-30 22:48:59,Spotify,Entertainment,61.93
199,2022-01-30 23:02:17,Best Buy,Shopping,153.66
9160,2022-01-31 00:42:14,Apple Store,Electronics,473.9
4067,2022-01-31 04:21:21,Walmart,Utilities,309.14
4379,2022-01-31 07:03:17,Walmart,Utilities,285.6
4018,2022-01-31 08:37:51,Best Buy,Electronics,459.02
897,2022-01-31 09:20:41,Best Buy,Shopping,17.47
7768,2022-01-31 10:06:06,Uber,Transportation,322.58
819,2022-01-31 11:26:32,Starbucks,Health,112.36
7879,2022-01-31 14:13:16,Target,Health,270.45
3481,2022-01-31 18:41:44,Airbnb,Travel,167.97
4158,2022-01-31 23:59:51,Starbucks,Health,31.53
8926,2022-02-01 01:36:27,Uber,Transportation,199.04
2101,2022-02-01 02:45:29,Starbucks,Health,220.33
243,2022-02-01 09:46:59,Walmart,Utilities,58.69
4729,2022-02-01 13:08:10,Apple Store,Electronics,189.27
5785,2022-02-01 15:07:03,Apple Store,Electronics,414.76
9752,2022-02-01 16:34:22,Starbucks,Dining,472.1
1855,2022-02-01 16:39:35,Apple Store,Shopping,22.54
1476,2022-02-01 23:39:47,Walmart,Utilities,28.76
6456,2022-02-02 02:33:52,Netflix,Entertainment,166.05
7979,2022-02-02 02:40:59,Starbucks,Dining,280.2
3035,2022-02-02 09:01:12,Amazon,Entertainment,426.29
8074,2022-02-02 09:35:49,Amazon,Entertainment,76.88
6762,2022-02-02 10:41:35,Best Buy,Shopping,287.46
8717,2022-02-02 10:43:52,Spotify,Entertainment,355.41
8733,2022-02-02 15:54:25,Spotify,Entertainment,457.32
24,2022-02-02 21:53:49,Spotify,Entertainment,277.05
3635,2022-02-03 00:49:17,Airbnb,Travel,432.79
7553,2022-02-03 08:40:01,Best Buy,Electronics,434.72
6640,2022-02-03 10:17:17,Walmart,Utilities,109.66
494,2022-02-03 14:25:46,Best Buy,Electronics,480.87
2088,2022-02-03 17:47:03,Uber,Transportation,12.92
2462,2022-02-04 01:11:25,Uber,Transportation,371.62
6740,2022-02-04 04:44:26,Starbucks,Health,296.15
473,2022-02-04 08:12:25,Spotify,Entertainment,322.78
393,2022-02-04 10:48:16,Apple Store,Electronics,186.3
3513,2022-02-04 14:41:55,Uber,Travel,239.32
4505,2022-02-04 16:19:00,Spotify,Entertainment,451.68
3257,2022-02-04 16:49:05,Target,Shopping,449.54
471,2022-02-04 18:32:36,Walmart,Utilities,311.28
1538,2022-02-04 18:41:58,Target,Groceries,99.0
8708,2022-02-05 04:10:51,Starbucks,Health,308.29
2399,2022-02-05 05:56:25,Uber,Travel,352.71
1976,2022-02-05 08:46:04,Starbucks,Health,236.1
8895,2022-02-05 15:31:50,Airbnb,Travel,373.86
3178,2022-02-05 15:39:18,Amazon,Shopping,446.37
8124,2022-02-06 06:50:01,Airbnb,Travel,430.01
4582,2022-02-06 12:39:09,Target,Groceries,402.1
8199,2022-02-06 13:24:35,Airbnb,Travel,269.16
5166,2022-02-06 13:42:45,Apple Store,Electronics,291.32
4295,2022-02-06 17:32:26,Airbnb,Travel,464.9
3408,2022-02-06 18:29:36,Spotify,Entertainment,285.61
3709,2022-02-06 21:03:44,Walmart,Utilities,311.13
690,2022-02-06 23:32:06,Starbucks,Dining,105.56
7827,2022-02-07 03:53:03,Apple Store,Electronics,246.95
4783,2022-02-07 04:12:19,Best Buy,Electronics,441.43
142,2022-02-07 08:21:58,Target,Health,257.04
8517,2022-02-07 10:26:18,Airbnb,Travel,259.02
1207,2022-02-07 19:42:41,Uber,Travel,300.52
8824,2022-02-07 20:12:46,Amazon,Shopping,85.11
6698,2022-02-07 20:58:52,Amazon,Shopping,144.98
7820,2022-02-08 03:36:23,Uber,Transportation,50.38
1915,2022-02-08 04:24:17,Spotify,Entertainment,382.02
2171,2022-02-08 06:28:05,Uber,Travel,56.85
3059,2022-02-08 09:45:21,Best Buy,Shopping,297.78
2660,2022-02-08 14:41:22,Uber,Travel,68.28
8288,2022-02-08 16:49:39,Spotify,Entertainment,432.67
4377,2022-02-09 01:51:17,Target,Groceries,149.51
6335,2022-02-09 10:21:14,Walmart,Groceries,24.88
862,2022-02-09 18:24:30,Starbucks,Health,355.36
1278,2022-02-09 19:40:12,Netflix,Entertainment,40.62
5556,2022-02-09 21:51:43,Walmart,Groceries,461.86
2234,2022-02-09 22:06:54,Uber,Transportation,294.13
9843,2022-02-09 22:54:19,Spotify,Entertainment,110.52
2341,2022-02-09 23:25:29,Best Buy,Shopping,123.46
251,2022-02-10 03:58:14,Starbucks,Dining,212.99
1831,2022-02-10 09:50:50,Best Buy,Electronics,442.48
1942,2022-02-10 17:27:56,Airbnb,Travel,179.49
7784,2022-02-10 20:17:54,Amazon,Travel,144.73
3386,2022-02-10 20:54:45,Walmart,Shopping,29.19
3341,2022-02-11 09:07:49,Walmart,Shopping,399.67
1407,2022-02-12 05:23:30,Starbucks,Health,125.8
33,2022-02-12 14:57:13,Airbnb,Travel,68.81
4424,2022-02-12 17:58:17,Starbucks,Dining,330.4
403,2022-02-12 20:06:14,Target,Groceries,45.42
9862,2022-02-12 20:10:34,Best Buy,Shopping,6.77
4420,2022-02-13 01:02:10,Airbnb,Travel,399.57
657,2022-02-13 05:01:40,Starbucks,Health,130.94
9506,2022-02-13 10:57:22,Starbucks,Dining,458.15
4784,2022-02-13 11:11:59,Netflix,Entertainment,159.87
3996,2022-02-13 14:29:30,Netflix,Entertainment,385.27
7533,2022-02-13 16:51:05,Starbucks,Health,251.31
3857,2022-02-13 16:58:13,Amazon,Travel,462.51
1770,2022-02-13 23:32:43,Airbnb,Travel,466.25
5604,2022-02-14 07:44:46,Airbnb,Travel,203.89
8241,2022-02-14 16:26:55,Starbucks,Health,334.58
6415,2022-02-14 19:20:42,Airbnb,Travel,35.68
4376,2022-02-15 06:24:47,Spotify,Entertainment,93.46
5804,2022-02-15 12:16:57,Starbucks,Health,136.57
3710,2022-02-15 15:36:48,Best Buy,Shopping,196.87
9876,2022-02-15 19:02:57,Airbnb,Travel,43.47
3641,2022-02-16 03:50:40,Apple Store,Shopping,22.72
9819,2022-02-16 08:27:44,Uber,Travel,178.5
572,2022-02-16 12:24:38,Walmart,Shopping,133.85
6533,2022-02-16 16:43:39,Airbnb,Travel,320.56
1920,2022-02-16 18:46:29,Apple Store,Shopping,161.51
8053,2022-02-16 19:11:23,Apple Store,Electronics,291.87
9952,2022-02-16 19:41:41,Spotify,Entertainment,266.8
4877,2022-02-16 20:35:40,Target,Groceries,309.85
6375,2022-02-17 03:43:18,Starbucks,Health,9.82
8266,2022-02-17 08:26:52,Best Buy,Shopping,47.68
9551,2022-02-17 12:54:46,Walmart,Groceries,111.81
3861,2022-02-17 15:09:45,Netflix,Entertainment,326.53
1699,2022-02-17 19:11:34,Walmart,Utilities,169.53
1875,2022-02-18 19:54:11,Starbucks,Dining,61.62
2653,2022-02-19 06:46:35,Airbnb,Travel,421.46
5581,2022-02-19 10:00:34,Amazon,Entertainment,453.48
3807,2022-02-19 11:21:27,Airbnb,Travel,402.1
3095,2022-02-19 13:09:22,Netflix,Entertainment,42.92
4538,2022-02-19 13:58:40,Walmart,Utilities,60.47
9328,2022-02-19 20:04:52,Walmart,Groceries,14.29
4156,2022-02-20 08:31:44,Walmart,Utilities,474.1
7142,2022-02-20 11:56:05,Target,Groceries,219.9
89,2022-02-21 00:19:11,Best Buy,Electronics,273.82
1534,2022-02-21 06:58:00,Netflix,Entertainment,235.16
8175,2022-02-21 09:56:14,Apple Store,Shopping,320.19
4810,2022-02-21 14:27:51,Target,Shopping,93.8
6193,2022-02-21 19:31:51,Walmart,Shopping,481.46
1150,2022-02-22 00:37:33,Best Buy,Electronics,309.51
7404,2022-02-22 09:21:53,Amazon,Shopping,439.44
4246,2022-02-22 12:07:05,Netflix,Entertainment,390.49
4693,2022-02-22 12:57:19,Uber,Travel,89.07
2997,2022-02-22 20:14:23,Best Buy,Shopping,383.7
4675,2022-02-22 22:27:56,Netflix,Entertainment,480.34
9429,2022-02-22 23:47:23,Amazon,Travel,164.92
8083,2022-02-23 00:23:49,Spotify,Entertainment,193.26
5248,2022-02-23 01:22:11,Starbucks,Dining,496.84
2136,2022-02-23 04:15:37,Netflix,Entertainment,394.84
1595,2022-02-23 06:34:35,Walmart,Shopping,376.24
7946,2022-02-23 15:04:54,Amazon,Travel,277.98
4122,2022-02-23 15:18:23,Walmart,Shopping,378.17
76,2022-02-23 15:23:39,Starbucks,Dining,497.63
3299,2022-02-23 16:10:25,Airbnb,Travel,220.17
3692,2022-02-23 21:54:11,Spotify,Entertainment,423.88
398,2022-02-23 23:59:42,Target,Health,265.92
5606,2022-02-24 06:02:46,Amazon,Shopping,12.05
8364,2022-02-24 17:37:27,Uber,Travel,83.26
9672,2022-02-24 18:36:27,Apple Store,Shopping,142.01
8562,2022-02-24 20:00:53,Netflix,Entertainment,481.42
8036,2022-02-24 23:02:13,Netflix,Entertainment,357.47
409,2022-02-25 14:28:06,Target,Groceries,426.89
2509,2022-02-25 20:24:09,Airbnb,Travel,255.28
5550,2022-02-26 01:01:21,Target,Groceries,195.53
795,2022-02-26 10:18:54,Uber,Transportation,195.26
3690,2022-02-27 12:19:44,Best Buy,Shopping,368.06
3199,2022-02-28 10:24:24,Walmart,Groceries,350.6
9011,2022-02-28 15:14:49,Spotify,Entertainment,106.89
2428,2022-02-28 19:18:37,Apple Store,Shopping,69.29
8131,2022-02-28 20:09:39,Spotify,Entertainment,409.71
3235,2022-02-28 20:22:53,Spotify,Entertainment,40.46
1921,2022-03-01 06:47:53,Netflix,Entertainment,264.38
1260,2022-03-01 08:49:57,Uber,Travel,107.6
5753,2022-03-01 12:44:30,Airbnb,Travel,10.17
763,2022-03-01 14:00:55,Amazon,Entertainment,274.22
7291,2022-03-01 14:20:06,Uber,Travel,33.19
756,2022-03-01 23:44:11,Amazon,Entertainment,275.75
6447,2022-03-02 06:38:21,Amazon,Shopping,234.09
6671,2022-03-02 13:56:21,Amazon,Entertainment,352.57
689,2022-03-02 16:53:06,Target,Shopping,20.85
9399,2022-03-02 18:41:09,Target,Groceries,333.79
8184,2022-03-02 23:32:37,Apple Store,Shopping,300.64
4421,2022-03-03 00:11:23,Airbnb,Travel,193.85
5930,2022-03-03 03:50:18,Target,Groceries,382.13
9290,2022-03-03 04:00:54,Uber,Transportation,375.17
2008,2022-03-03 16:33:22,Spotify,Entertainment,123.48
4536,2022-03-03 20:07:26,Amazon,Travel,478.74
2794,2022-03-04 01:25:34,Netflix,Entertainment,272.31
5866,2022-03-04 09:59:04,Best Buy,Shopping,461.63
8883,2022-03-04 13:48:50,Apple Store,Electronics,428.02
2745,2022-03-04 13:50:25,Target,Health,130.13
7253,2022-03-04 17:44:27,Spotify,Entertainment,266.04
9309,2022-03-04 21:34:53,Uber,Transportation,126.76
1027,2022-03-05 08:06:30,Apple Store,Electronics,248.02
6493,2022-03-05 13:56:06,Walmart,Shopping,31.0
7018,2022-03-05 14:07:28,Amazon,Travel,17.81
6706,2022-03-05 15:30:41,Target,Shopping,244.47
9440,2022-03-05 16:37:22,Apple Store,Shopping,481.94
1988,2022-03-05 18:04:58,Starbucks,Health,412.73
3966,2022-03-05 20:43:58,Starbucks,Dining,141.91
5249,2022-03-05 21:33:08,Airbnb,Travel,151.36
5798,2022-03-05 23:10:20,Walmart,Utilities,193.35
6994,2022-03-06 07:23:15,Airbnb,Travel,418.54
598,2022-03-06 09:54:55,Spotify,Entertainment,77.04
5097,2022-03-06 13:52:41,Amazon,Travel,32.45
8664,2022-03-06 13:58:15,Uber,Travel,84.02
2675,2022-03-06 15:09:20,Starbucks,Health,388.84
3220,2022-03-06 15:10:44,Airbnb,Travel,397.73
9355,2022-03-06 16:16:51,Best Buy,Shopping,192.9
7586,2022-03-06 18:35:44,Walmart,Utilities,478.74
1129,2022-03-06 22:19:57,Best Buy,Electronics,423.89
2353,2022-03-07 12:11:47,Uber,Travel,153.25
1046,2022-03-07 13:16:33,Amazon,Entertainment,329.39
9967,2022-03-07 17:13:23,Uber,Travel,167.33
6176,2022-03-07 19:42:43,Uber,Transportation,380.55
5913,2022-03-08 08:14:01,Uber,Travel,306.55
4444,2022-03-08 11:05:00,Starbucks,Health,399.84
8704,2022-03-08 12:41:21,Amazon,Shopping,37.52
8042,2022-03-08 20:13:46,Netflix,Entertainment,96.95
9548,2022-03-09 01:16:04,Walmart,Utilities,273.57
7576,2022-03-09 05:04:26,Walmart,Utilities,153.69
1634,2022-03-09 17:32:56,Uber,Transportation,219.57
2882,2022-03-10 01:57:34,Amazon,Entertainment,103.02
6781,2022-03-10 05:25:09,Apple Store,Shopping,334.99
7901,2022-03-10 07:35:43,Target,Shopping,106.52
8627,2022-03-10 08:00:49,Airbnb,Travel,419.84
3560,2022-03-10 09:46:54,Apple Store,Electronics,298.46
3890,2022-03-10 11:13:25,Best Buy,Shopping,155.48
9478,2022-03-10 16:00:12,Spotify,Entertainment,221.62
9547,2022-03-10 16:04:15,Spotify,Entertainment,365.52
1562,2022-03-10 16:44:06,Walmart,Shopping,16.65
5732,2022-03-10 18:28:10,Target,Groceries,40.13
1410,2022-03-10 20:00:06,Target,Groceries,139.9
8054,2022-03-11 05:10:02,Walmart,Shopping,438.36
9127,2022-03-11 07:44:28,Target,Health,235.29
1371,2022-03-11 09:23:34,Best Buy,Shopping,374.57
9869,2022-03-11 11:02:08,Walmart,Groceries,266.77
946,2022-03-11 12:05:49,Amazon,Entertainment,405.49
5664,2022-03-11 14:16:42,Amazon,Travel,254.46
8333,2022-03-11 16:36:37,Walmart,Utilities,220.47
9466,2022-03-12 00:49:43,Spotify,Entertainment,121.27
9658,2022-03-12 02:58:23,Apple Store,Electronics,409.07
